job_id,job_name
2805f9d3-f5a4-11ef-a337-0242ac120005,标题：Java开发工程师 J15236
2805fe05-f5a4-11ef-a337-0242ac120005,标题：hrbp实习生（长期实习，表现优异可转正）
2806026d-f5a4-11ef-a337-0242ac120005,标题：储备项目经理（J15101）
280606a1-f5a4-11ef-a337-0242ac120005,标题：解决方案工程师 J15090
28060bef-f5a4-11ef-a337-0242ac120005,标题：储备项目经理（实施工程师）（J15203）
2806100b-f5a4-11ef-a337-0242ac120005,标题：IT开发与系统运营（省公司）
28061506-f5a4-11ef-a337-0242ac120005,标题：客户管理
2806249d-f5a4-11ef-a337-0242ac120005,标题：通信网络运营（省公司）
28062a37-f5a4-11ef-a337-0242ac120005,标题：动力电源（省公司）
28062eaa-f5a4-11ef-a337-0242ac120005,标题：政企解决方案经理（省公司）
